Query	UserId	ChatsNum	BotAnswer	BotHelp	SysName
Добрый день, подскажите, пожалуйста , по какому КОСГУ отнести расходы на приобретение значков для сотрудников администрации (не подарок)?	19000101	1	0	0	gosfin
как првести инвентаризацию по новым правилам	8051866	1	0	0	gosfin
Добрый день! Как выплатить выходное пособие сотруднику-призывнику по какому виду расходов и КОСГУ?	6844873	1	0	0	gosfin
Здравствуйте! Подскажите, пожалуйста, как часто надо утверждать новую учетную политику?	3649975	1	0	0	gosfin
Добрый день,	2932026	1	0	0	gosfin
Доброе утро. Как правильно обосновать включение в штатное расписание должность ведущего бухгалтера в государственном бюджетном учреждении?	19504558	1	0	0	gosfin
при реорганизации , слиянии учреждения необходимо осуществить перенос кассовых операций, подскажите письмо Минфина	698089	1	0	0	gosfin
Доброе утро справка по КНД 1160082?	18752097	1	0	0	gosfin
Здравствуйте! по ст.149 НК РФ учреждение освобождено от уплаты НДС. Можно ли предусмотреть договором и не предъявлять счета-фактуры покупателю?	5303276	1	0	0	gosfin
"здравствуйте, По какому косгу учреждению отразить расходы по ""аварийному устранению засора наружной канализации очистке колодца . колодец находится на территории учреждения."	723685	1	0	0	gosfin
Добрый день! Казенное учреждение. В оперативное управление передано адм. здание стоимостью 6000 руб., где его учитывать на счете 101 или на забалансовом счете (стоимость до 10 000 р.) ?	14608907	1	0	0	gosfin
Здравствуйте! Какой код по ОКОФ выбрать для радиосистемы с ручным микрофоном (стоимость 47 480,00)	16280317	1	0	0	gosfin
Добрый день! проводка по списанию продуктов питания (испорченных) сверх норм естественной убыли производится по проводке 401.10. - 105.32, подскажите пожалуйста какой код доходов (КДБ) применить к счету 401.10	2965776	1	0	0	gosfin
Доброе утро.Передан колодец на праве оперативного управления без стоимости. Как правильно отразить в бухгалтерском учете, на каком счете?	17434225	1	0	0	gosfin
ткань портьерная для изготовления штор когу на приобретение	17618091	1	0	0	gosfin
Добрый день! Подскажите ОКОФ и счет бухгалтерского учета 101.24 или 101.26 кресло-коляска, управляемая соправождающим лицом, складная	10214490	1	0	0	gosfin
Здравствуйте. Если ли рекомендуемый перечень документов, который должен предоставить контрагент (исполнитель) на оказанные им работы по ремонту и техническому обслуживание автомобиля : акт, дефектная ведомость, заказ-наряд?	17814861	1	0	0	gosfin
Что приложить к авансовому отчету при взятии денежных средств в подотчет для выплаты зарплаты?	1962314	1	0	0	gosfin
Добрый день. Подскажите, пожалуйста, купили телефон и отдельно блок питания к нему. Как правильно поставить на учет блок питания: на 310 или на 346?	16458493	1	0	0	gosfin
Здравствуйте! Подскажите какой КОСГУ применить и как правильно составить проводки. Ситуация следующая счёт на оплату работ по объекту в КС описаны работы (устройство асфальта,щебня, а так же входит скамья, щит информационный)	7750108	1	0	0	gosfin
Как правильно составит решение о командировке сотрудника? Образец решения нужен.	7496809	1	0	0	gosfin
Здравствуйте, подскажите как правильно списывать огнетушители в бюджете?	532915	1	0	0	gosfin
Добрый день, начисляются ли очередные и учебные отпуска и на классное руководство?	16150605	1	0	0	gosfin
Здравствуйте. Как принять к учету пластиковые контейнера?	21143684	1	0	0	gosfin
можно ли зарплату директора отправлять сыну он тоже числится в этом же учреждении	8522363	1	0	0	gosfin
поступление и списание канцелярских принадлежностей	556839	1	0	0	gosfin
при чем здесь субсидия?	18919683	1	0	0	gosfin
Добрый день. В здании, которое у нашего бюджетрого учреждения находится на праве оперативного управления, во время ремонтных работ меняем металлическую противопожарную дверь, т.к. увеличился дверной проем и старая дверь не подходит. Как правильно оприходовать эту дверь, чтобы сдать в металлолом либо продать на сторону?	610566	1	0	0	gosfin
Доброе утро, подскажите пож списание с баланса ПСД какая будет проводка7	18378451	1	0	0	gosfin
Здравствуйте! Скажите пожалуйста, аренда квартиры у самозанятого в рамках командировки оплачивается сотруднику, как гостиница - по коду 112/226?	8776461	1	0	0	gosfin
Здравствуйте. В бюджетном учреждении нет земельного участка. В предписании им указали что отсутствует парковочное место с разметкой и дорожные знаки парковочных мест. По какому КОСГУ в данном случае будет приобретение дорожных знаков?	12728666	1	0	0	gosfin
Добрый день! В имуществе казны находятся основные средства, которые составляют объем резерва материально-технических ресурсов (ЗАПАСОВ) на объектах ЖКХ для ликвидации чрезвычайных ситуаций. На объекты до 100 000 рублей может на них быть начислена Амортизация?	17452651	1	0	0	gosfin
Доброе утро. Как в бух учете отразить дополнительные дни отпуска с ребенком инвалидом? Проводки	13992184	1	0	0	gosfin
Здравствуйте, это не замечание. Мне нужна суть можно или нет брать 2 человека на 1 ставку при условии что оба приняты на 0,5 ставки	19671647	1	0	0	gosfin
Автономное учреждение здравоохранения можно ли за счет средств омс оплачивать подписку журналов глав.бух, экономист?	7758891	1	0	0	gosfin
Спасибо, а можно какими письмами и пункт инструкции где это написано?	20968296	1	0	0	gosfin
По какому КОСГУ отразить экипировку для самбо (куртки, шорты, наколенники, борцовки)	4391550	1	0	0	gosfin
Здравствуйте, какой код окоф у комплекта зимних опций(для кондиционера)?	4835641	1	0	0	gosfin
Здравствуйте, подскажите как можно утвердить расход топлива на автомобиль, если он стоит без движения с работающим двигателем	707117	1	0	0	gosfin
ф.173 квартальная или месячная	4229763	1	0	0	gosfin
арендная плата за пользование земельным участком окпд 2	6849667	1	0	0	gosfin
Двое сотрудников государственного профессионального образовательного автономного учреждения были направлены в командировку в город Москву. В Москву они прилетели на самолете. Один из сотрудников купил онлайн билеты на аэроэкспресс на двоих человек. По приезду обратно, сотрудник, оплативший билеты на аэроэкспресс сразу за двоих человек, предоставил билеты и чек из мобильного банка для компенсации расходов во время командировки. Можно ли компенсировать оплату проезда одному командируемому сотруднику за двоих? Если да, то достаточно ли письменного объяснения?	891607	1	0	0	gosfin
Здравствуйте! Может ли учреждение приобрести елку и новогодние украшения по платной деятельности	9540900	1	0	0	gosfin
Какими проводками отразить перенос входящих остатков по счетам 303.07 и 303.10 на счет 303.15?	13566119	1	0	0	gosfin
Доброе утро! Подскажите, пожалуйста, премируем работника в связи с юбилеем, должен ли сотрудник писать заявление на премию?	6976538	1	0	0	gosfin
Школа получила безвозмездно оборудование по акту передачи на 22.1 забалансовый счет, в котором были прописаны и работы по установке этого оборудования. Сейчас надо оборудование перевести с 22.1 на 101 счет, как это сделать, если в акте помимо оборудования присутствуют работы ? Спасибо большое.	4246060	1	0	0	gosfin
Если мы заключили договор аренды автомобиля с экипажем с физическим лицом. Мы должны с оплаты удержать НДФЛ или как?	19671647	1	0	0	gosfin
закупили мониторы по 310 косгу нарушение это или нет?	15758105	1	0	0	gosfin
Здравствуйте! Подскажите пожалуйста как быть в данной ситуации. У казенного учреждения закончен срок действия гарантий еых обязательств. Гарантия учитывается на забалансовом счете 10. Мы должны вернуть ее на расчетный счет поставщика услуг, но на данный момент поставщик прекратил свою деятельность по данным из ЕГРЮЛ куда вернуть средства?	2728804	1	0	0	gosfin
"Образец формы ""Сведения об операциях с целевыми субсидиями"" для размещения на бузгов"	3074179	1	0	0	gosfin
Добрый день! может ли ГРБС нести расходы по содержанию имущества, которое ранее передали на баланс подведомственному учреждению	19097515	1	0	0	gosfin
Добрый день. Кто несет расходы по обслуживанию и ремонту имущества, находящегося на ответственном хранении?	19098747	1	0	0	gosfin
Можно дополнить Вам выше заданный вопрос?	2776216	1	0	0	gosfin
Доброе утро. Подскажите пожалуйста по какому КОСГУ проводить регулировку металлопластиковых окон и дверей в школе?	2941000	1	0	0	gosfin
"ещё подскажите пожалуйста ""Основы законодательства Российской Федерации о культуре"" (утв. ВС РФ 09.10.1992 N 3612-1) статья 52, не распространяется на Детские школы искусств?"	3737432	1	0	0	gosfin
Добрый день! Подскажите, как рассчитывается оплата дней по уходу за ребенком-инвалидом государственным гражданским служащим: исходя из среднего заработка за 12 месяцев (по пост. 922) или исходя из сохраняемого денежного содержания?	2697170	1	0	0	gosfin
Как списать футболки спортивные	3663281	1	0	0	gosfin
Добрый день! Подскажите у нас после мероприятия остались брендированные медали и кубки (металлические) можем ли мы их списать как не пригодные далее к использования или их нужно утилизировать как то специально?	2328123	1	0	0	gosfin
доброе утро! Мы автономное образовательное учреждение (колледж) Сейчас мы приобрели у поставщика компьютер в комплекте и потом по договору пожертвования будем передавать (дарим) его в другой колледж г. Макеевка (Донецк). Подскажите пожалуйста какими проводкам это сделать. И как в этом случае с НДС. Мы его у себя принимаем с НДС или нет (раз передаем по договору пожертвования) Поставщик НДС выделили. Мы являемся плательщиками НДС.	3439689	1	0	0	gosfin
на основании чего расчитывается субсидия для бюджетного учреждения, на основании каких нормативно-правовых актов?	18526448	1	0	0	gosfin
Добрый день! Заключен договор у казенного , бюджетного учреждения с Ростелекомом. Счет-фактура, акт оказанных услуг приходит 4 числа следующего месяца за текущий месяц. У меня вопрос как оплатить услуги за декабрь месяц в декабре месяце. Спасибо.	2471848	1	0	0	gosfin
как провести инвентаризацию незавершенного строительства и как отразить в документах	19377760	1	0	0	gosfin
Добрый день. Мы бюджетное учреждение. По итогам годовой инвентаризации заполняем описи и акты финансовых активов. Подскажите пожалуйста корректное заполнение поля заключение комиссии.	15391134	1	0	0	gosfin
Можно ли с 2024 новые формы ЭДО применять на бумаге, если нет технической возможности вести учет в электронном виде?	8833101	1	0	0	gosfin
Здравствуйте. На сотрудника пришел судебный приказ на удержание за ком. услуги без указания процента удержания. Подскажите пожалуйста в каком размере бухгалтер должен произвести удержание?	18216481	1	0	0	gosfin
"Добрый день. В статье написано: 19 «Примечание». Если признаков обесценения не выявили, в описи пропишите: «Признаков обесценения объектов нефинансовых активов не выявлено». Если признаки выявили, сделайте запись об этом в инвентаризационной описи. Данные отразите в Акте об инвентаризации (ф. 0504835) или в разделе 3 Акта об инвентаризации (ф. 0510463).

«Инструкция: как проводить обесценение активов». Н.М. Гусева
© Материал из Справочная система «Госфинансы».
Подробнее: https://gf.action360.ru/#/document/16/72675/bssPhr36/?of=copy-034f87fd97"	2500360	1	0	0	gosfin
Здравствуйте. Приобрели мед.оборудование за 480000руб со средств ОМС. На каком счете отразить поступление 710124 или 710134 (ОЦДИ или иное)?	1609212	1	0	0	gosfin
"Добрый день. Подскажите куда отнести данное оборудование для доп. образования, на 310 или 346: 
Фонарь Следопыт Сибирский-Люмен учебный налобный; Каска Vento; Веревка d 10 Коломна Страховочная 48 прядная; Страховочная система Vertical Универсальная; Жилет Век Перекат М; Строп веревочный одинарный нерегулируемый vnt B11; Педаль Ринг для жумара двойная; Карабин Вспомогательный 8 см сталь; Коврик туристический 8мм двухслойный 1800х600х8; Учебный ММГ АК-74 (нескладной приклад) макет массо-габаритный."	2630510	1	0	0	gosfin
Добрый день, подскажите, пожалуйста как правильно отразить начисление и переплату по земельному налогу за 2022 год.	1622185	1	0	0	gosfin
Здравствуйте! Подскажите, пожалуйста. Человек идёт в отпуск в следующем году с 12 августа. А уехать в отпуск хочет в субботу 10 августа. Оплатится ли в таком случае проезд в отпуск, если официально отпуск начнётся позже?	3737432	1	0	0	gosfin
Добрый день! Медикаменты по государственному заданию списать на 109 сч или 401,20?	3070991	1	0	0	gosfin
Сколько по количеству может принять в штат сторожей бюджетное учреждение?	2043828	1	0	0	gosfin
Добрый день! По какому виду расходов и КОСГУ оплатить исполнительный лист автономному учреждению по взысканию задолженности налогов и сборов?	4523203	1	0	0	gosfin
Здравствуйте! Вопрос: безвозмездная передача кондиционера между двумя ГРБС одного уровня бюджета отдающая сторона Дт 401.10.281 Кт 101.36.410. Но принимающая сторона будет приходовать у себя на счет 101.34. При консолидации расчетов по форме 0503125 будет ли это считаться ошибкой? Если да, то какая из сторон должна сделать реклассификацию?	5553307	1	0	0	gosfin
Добрый день, скажите, пожалуйста, нужно ли применять ОКОФ при постановке на учет ОС на забаланс	1818638	1	0	0	gosfin
Здравствуйте, как списать объект основных средств, если у него ещё есть остаточная стоимость	10517425	1	0	0	gosfin
Добрый день! Подскажите пожалуйста, какой ОКОФ нужно применить к снегоуборщик бензиновый , ручной.	2396885	1	0	0	gosfin
Подскажите, какой датой Комиссия по поступлению и выбытию активов должна сформировать Решение о признании объектов НФА? В ситуации когда: Поступили товары по товарно-транспортным накладным (Контракт заключен по итогам электронного аукциона) 10.11.2023 г., кладовщик принял, но в ЕИС документы поставщик выставил 23.11.2023.(УПД, сертификаты) и приемка будет происходить только после выставления в ЕИС документов.	3171608	1	0	0	gosfin
Здравствуйте. Сотрудник бюджетного учреждения приобрел товарно-материальные ценности, которые ушли на нужды учреждения. Через неделю написал заявление на возмещение, руководитель подписал к возмещению. Бухгалтер указал статью расходов , которой ранее не было предусмотрено планом-графиком (сметой ) КВР 244 КОСГУ 349 (но есть возможность произвести перемещение по КВР 244). Контрактный управляющий отказывается принять данную закупку к возмещению, руководствуясь нарушением №44-ФЗ (нельзя производить закупку не предусмотренную планом-закупок). Правильно ли отказывает? Хотя бухгалтер не видит никак	1573901	1	0	0	gosfin
Регистрация транспортного средства КОСГУ	18931581	1	0	0	gosfin
Здравствуйте! Могут ли профсоюзные организации получать благотворительную помощь от других организаций?	19607631	1	0	0	gosfin
можно вопрос а для муниципальной должности нужно ли проходить мед осмотр для поступления на работу?	20683309	1	0	0	gosfin
Добрый день! если материально ответственное лицо направляется в командировку на 4 дня - нужно ли проводить инвентаризацию и передавать другому матоттветсвенному лицу ценности?	21176379	1	0	0	gosfin
Доброе утро! Для расчета пенсии по старости у сотрудника выпадает ли из стажа период прохождения службы в МВД?	10899176	1	0	0	gosfin
Добрый день! Подскажите, пожалуйста, в 2015-2016гг муниципальное образование из бюджета субъекта получило субвенцию на приобретение жилья детям-сиротам. В 2023г контролирующие органы выявили не целевое использование межбюджетных трансфертов. 1. Должно ли муниципальное образование вернуть в бюджет субъекта межбюджетные трансферты в сумме нецелевого использования как возвраты прошлых лет и по какому КДБ (как трансферты или как штрафы)?	929349	1	0	0	gosfin
Подскажите, пожалуйста, по решению арбитражного суда автономной школе присужден штраф за несвоевременное представление формы СЗВ-М. Какое КВР и КОСГУ нужно применить?	12569933	1	0	0	gosfin
Здравствуйте! Подскажите пожалуйста, сегодня 23.11.2023 принесли закрытый больничный с 10.11.2023 по 22.11.2023, выплата за три дня за счет средств работодателя будет производиться сегодня 23.11.2023, а также уплачен ндфл, нужно ли включать ндфл в уведомление в налоговую за период с 23.10.2023 по 22.11.2023?	3683411	1	0	0	gosfin
а через какой счет отразить как выплаты бывшим сотрудникам	4574887	1	0	0	gosfin
Доброе утро! Мы купили неисключительные права на использование программы (СБИС) сроком на 12 месяцев. Я могу учесть их как услуги на 302.26 или ставить на 106?	4153266	1	0	0	gosfin
Добрый день. Бюджетное учреждение. Подскажите пожалуйста, поступление пени и штрафа за не исполнение условий контракта поставщиком (КОСГУ 140), если доходы по пеням перекрывают расходы, надо ли все таки платить Налог на прибыль? Спасибо!!!	3530046	1	0	0	gosfin
Здравствуйте, вопрос про зал официальных делегаций, возможно ли оплатить данную услугу Главе города если в локальных нормативных актах это не прописано?	9604565	1	0	0	gosfin
Доброе утро, подскажите пожалуйста,какие правила бухгалтерского учета допускает учреждение по приходу продуктов?Ежедневно, согласно накопительной ведомости по расходу продуктов питания и меню-требованию, выдается хлеб пшеничный, батон, хлеб ржаной. В накопительной ведомости по приходу продуктов питания хлебобулочные изделия учитываются приход согласно товарным накладным. Например, в январе только 10.01.2022г., в июне 08.06.2022г. и 24.06.2022г., в августе 10.08.2022г. и 30.08.2022г. Иными словами,хлеб приходуется 1 раз в начале либо в конце месяца	17013824	1	0	0	gosfin
Бюджетное учреждение оказывает услуги по кфо2.Можно ли заменить счет, акт и сч.ф на УПД ?	5041179	1	0	0	gosfin
Здравствуйте. Подскажите пожалуйста проводки по выплате заработной платы умершего сотрудника родственникам. В материалах Вашей программы не совсем понятно. В информации из интернета почему то задействуют 209 счет. Какие проводки будут корректными?	11119197	1	0	0	gosfin
два работника на одной должности одному установлен дополнительный отпуск а другому нет, является ли это нарушением, и как правильно это оформить?	14384997	1	0	0	gosfin
Здравствуйте. Подскажите, пожалуйста, на какой КВР и КОСГУ отнести расходы по монтажу ПВХ-конструкции (дверь ламинированная)?	7040313	1	0	0	gosfin
Здравствуйте. Госслужащий принят на работу в апреле 2023 года, в ноябре 2023 года он берет очередной отпуск за фактически отработанное время. Являются ли суммы начисленных отпускных расходами будущих периодов? Надо ли проводить начисления через счет 401.50? или как резерв отпусков 401.60?	5954007	1	0	0	gosfin
Добрый день, какой КВР поставить к счету 103.11 при получении земли безвозмездно?	20072823	1	0	0	gosfin
Доброе утро, подскажите нужно ли заявление на согласие по удержанию стипендии у студента ( в сентябре произведена выплата социальной стипендии без оснований, в ноябре предоставлен документ)? спасибо.	5161496	1	0	0	gosfin
Добрый день! Подскажите, пожалуйста, норму рабочего времени врача-невролога, врача эндокринолога	15574896	1	0	0	gosfin
"Добрый день, уважаемые эксперты!
В казенном учреждении проводится инвентаризация компьютерных рабочих мест.
Сличаются инвентарные карточки с фактическим наличием.
Проверяющие сделали замечание, что в инвентарной карточке не расписана модель монитора. Бухгалтер оприходовал монитор по накладной, где модель не указана, а написано было: Монитор LCD 21,5’’ (по ГК поставка мониторов может быть разных моделей, по спецификации пишется только четкий размер диагонали). По факту инвентаризации - находится Монитор LCD 21,5’’, на нем написана модель Samsung. Считается ли нарушением, что бухгалтер не написа"	3439102	1	0	0	gosfin
Добрый день! изменение характера межбюджетных трансфертов с текущего на капитальный производятся в межотченый период? какие проводки?	20182494	1	0	0	gosfin
Добрый день! Подскажите, пожалуйста, как часто можно вносить изменения в план ФХД? Есть ли ограничения по количеству версий ПФХД за год?	18058776	1	0	0	gosfin
Доброе утро! Подскажите ОКОФ и счет учета - светильник аварийный. Бюджетная организация	17238948	1	0	0	gosfin
Добрый день. В личном кабинете ФНС у учреждения имеется положительное сальдо на ЕНС. Как перезачесть эту сумму в счет предстоящих платежей? Как сделать это с помощью уведомления об исчисленных налогах? есть примеры/статьи?	2363394	1	0	0	gosfin
Добрый день! Поставка ручного маркиратора КОСГУ 310?	1906489	1	0	0	gosfin
Добрый день. НПА, где прописаны сроки оплаты по исполненым услугам, полученным товарам?	12192320	1	0	0	gosfin
"Добрый день! ""Матзапасы"". Хотим узнать нюансы учета МЗ."	19663849	1	0	0	gosfin
"Добрый день, к подскажите, пжлст, как проверить амортизацию здания -школы, год постройки, которого 1945год? На здание получили ""зелёнку"" в июне 2022г, тогда и поставили на сч.101.12, а до этого он был на забалансе"	17635105	1	0	0	gosfin
Добрый день, как провести казенному учреждению передачу дебиторской задолженности другому казенному учреждению?	15950183	1	0	0	gosfin
Добрый день! В соответствии со ст. 136 трудового кодекса РФ выплата заработной платы должна производиться не реже чем каждые полмесяца, не позднее 15 календарных дней со дня окончания периода, за который она начислена. В нашей бюджетной организации выплата аванса 25 числа текущего месяца, выплата заработной платы 10 числа следующего месяца. В связи с закрытием финансового года (ст.242 Бюджетного кодекса) заработную плату за декабрь необходимо выплатить в декабре 2023 года. Тогда в январе перерыв между выплатами будет больше 15 дней, в связи с чем работодатель нарушает законные сроки выплаты	429510	1	0	0	gosfin
Доброе утро. Может ли в учреждении быть две постоянно действующих инвентаризационных комиссии?	6262328	1	0	0	gosfin
Доброе утро! Учреждение (плательщик НДС) приобрело ОС, которое будет использоваться и при выполнении гос.задания и для оказания платных услуг. Входящий НДС распределяем, часть ставим к вычету, часть включаем в стоимость ОС. Можно ли провести распределение НДС в текущем месяце (по результатам месяца, когда будут подведены итоги) или только после завершения квартала?	1540228	1	0	0	gosfin
Добрый день! Подскажите, как провести в учете замену запасной части в МФУ.	2954942	1	0	0	gosfin
в положении о стимулирующих выплатах прописаны критерии оценки сотрудников, до этого момента критериев не было, нужно ли за два месяца уведомлять сотрудников?	5988293	1	0	0	gosfin
"Здравствуйте! Имеется комплект компьютера (системный блок, монитор, мышь, клавиатура). Планируется замена 
только системного блока. Причем системный блок исправен и соответствует критериям актива. Просто именно в данном комплекте нужно использовать более мощный. Возникает вопрос - как покупать новый системник- по 347 статье или по 346? Если покупать по 346 на замену без дефектной ведомости, не будет ли это ошибкой - стоимость нового системника больше, чем балансовая стоимость всего комплекта! Если покупать по 347 и делать разукомплектацию - то восстанавливать части разукомплектованного компл"	10850017	1	0	0	gosfin
Добрый день. Заключен договор аренды земли между Администрацией сельского поселения и физическим лицом на срок 10 лет. За какой период по данному договору нужно начислить доходы будущих периодов.	19644566	1	0	0	gosfin
Доброе утро! Мы бюджетное учреждение здравоохранения, у нас в детском отделении лежат грудные дети- подскажите пожалуйста можем ли мы за счет средств ОМС купить молочную смесь для этих детей?	610236	1	0	0	gosfin
проект на видеонаблюдение нужна ли прохождение экспертизы	4242029	1	0	0	gosfin
Доброе утро! Необходимо ознакомиться с письмом Министерства финансов Российской Федерации от 13.11.2023 №06-04-15/107747	20252893	1	0	0	gosfin
Добрый день! Казенное учреждение получило ТМЦ на склад без предоставления документов поставщиком. Документы предоставлены позже на месяц от поставки товара. Как учреждению принять и оплатить поставленные ТМЦ?	469639	1	0	0	gosfin
Здравствуйте! По какому КВР и КОСГУ отразить страхование жизни участников Спартакиады?	3861873	1	0	0	gosfin
Доброе утро, подскажите, пожалуйста, в каком законе написано, что образовательные бюджетные учреждения относятся к неприбыльным	18609317	1	0	0	gosfin
Добрый день! Инвентаризация расчетов и обязательств 2023 года какую предусматривает форму описи ф.0504089 (с дополнительными графами)?	2932026	1	0	0	gosfin
Добрый день. Вы могли бы мне помочь в одном вопросе. Я нахожусь в отпуске по уходу за ребенком до 3-х лет и работаю на 0,5 ставки. Отпуск до 3-х лет начался с 19.11.2023г. А на 0,5 ставки я работаю с 16.01.2023 г. (находясь в ДО до 1,5 лет). У меня такой вопрос . Мною заработан оплачиваемый отпуск за 2023 год. Я могу в январе месяце 2024 года пойти в оплачиваемы отпуск сразу после досрочного выхода из декретного отпуска до 3-х лет? Спасибо.	15844728	1	0	0	gosfin
Добрый день! как отразить в учете автономной организации дебиторскую задолженность на начало текущего года если не было отражено на конец в прошлом отчетном году? (проводки)	2334561	1	0	0	gosfin
здравствуйте какой косгу поставить к квр 811 у нас была субсидия возмещение за путевки?	20235693	1	0	0	gosfin
должен ли быть приказ о проведении инвентаризации?	18071770	1	0	0	gosfin
Добрый день,подскажите с какого КБК и Косгу оплачивать штраф ,который выписал МЧС на организацию?	3428786	1	0	0	gosfin
"Здравствуйте, как учитывать доходы от соц найма (квартиры в оперативном управлении, проживают сотрудники). Нужно ли использовать счет 401 40 ""Доходы будущих периодов""?"	15070290	1	0	0	gosfin
Добрый день! Подскажите пожалуйста,по какой статье расходов оплатить расходы,если в счете указано: транспортные услуги на авт. Камаз с манипуляторной установкой и автовышкой для спила деревьев	2529615	1	0	0	gosfin
ДОБРОЕ УТРО. Подскажите пожалуйста какие формы для перемещений применять для продуктов питания? (ТОРГ -13 и ОП-14) или по новым формам ф.0510450 и ф.0510451? На какой приказ основно ваше мнение?	6496752	1	0	0	gosfin
Мы, бюджетное образовательное учреждение (Университет). Подскажите пожалуйста по какому КЭК выплачивать Государственную социальную стипендию?	1929002	1	0	0	gosfin
vfnpfgfcs	7858631	1	0	0	gosfin
Здравствуйте. Куда отнести игровые пособия для кабинета психолога (КОСГУ и КВР)?	2803724	1	0	0	gosfin
Добрый день,мы бюджетное учреждение, пришел в учреждение исполнительный лист по недоначисленной з/плате на уволенного сотрудника какой счет мы должны затронуть и какими проводками провести в учете?	257631	1	0	0	gosfin
Добрый день. Сотрудник находится в командировке. 25.11.23г это суббота в 17ч он садится в поезд и приезжает только 26.11.2023 в 15ч. Как рассчитывать средний заработок за субботу и воскресенье? Брать только время нахождения в поезде или считать как два дня в пути?	19640222	1	0	0	gosfin
Доброе утро, бюджетное учреждение для участия в выставки возмездно арендует мебельный инвентарь, какими проводками отразить в учете (договор на 1 месяц)	358683	1	0	0	gosfin
