templateId	Query
0	Добрый день! вода, чай, кофе, сахар для сотрудников -можно оформить как улучшение условий труда и принять в расход уменьшающие прибыль?
0	"Услуги по переработке продуктов сельского хозяйства, лесного хозяйства и рыболовства для приготовления продуктов питания для людей и корма для животных, а также производство различных продуктов промежуточного потребления, которые не являются пищевыми продуктами
Источник: https://www.glavbukh.ru/art/100607-patentnaya-sistema-nalogooblojeniya-v-2023-godu-dlya-ip-vidy-deyatelnosti

Любое использование материалов допускается только при наличии гиперссылки"
519159	Добрый день! Подскажите, где найти информацию о субсидиях для малого бизнеса краевой и региональный бюджет
0	Добр день. Подскажите, если сотрудница вышла раньше на работу из отпуска по уходу за ребенком до 3 лет. Нужно ли подавать данные в СФР о труд деятельности
0	но у нас договор с нерезидентом не условных единицах , а именно в договор в валюте и возврат осуществляем в валюте а не в рублевом эквиваленте
0	Добрый день! ИП На усн 15% , при инвентаризации обнаружено излишек ГСМ , который приходуется как доход, по действующей рыночной цене , далее он реализуется по розничной цене , получается ,ч то с этого объема реализации уплачивается налог на УСН с внереализационного дохода , также и с выручки от реализации? так как нет факта приобретения ? чтобы списать в расходы себестоимость гсм?
0	Здравствуйте. Работник хочет 14 дней очередного отпуска взять шестью парами выходных дней. Законно ли это?
480142	в течение какого времени налоговая должна сделать возврат ндс после заявления о расопряжении путем возврата с енс
0	а пп 10 п 1 ст 263 разве нельзя применить к страхованию гражданской ответственности арендованного имущества?
0	как лизингополучателю отразить в бухучете платежи по лизинговому имуществу, если имущество и амортизация учитывались на балансе лизингодателя
0	Добрый день! Первичная постановка на воинский учёт в военкомат, какие штрафы предусмотрены, если не подать документы???? спасибо
0	Как откорретировать отчет 6-ндфл за 1 квартал 2023 года. При подготовке корректировочного отчета мы должны заново подавать уведомления за этот период?
0	Добрый день! Сотрудница уходит в отпуск по беременности и родам. Эти выплаты перечисляются на карту Мир. Подскажите, пожалуйста, нужно ли подавать еще раз сведения о застрахованных лицах, если карта мир и лицевой счет на который отправляли ей зарплату это одна и та же карта? Или сведения о застрахованных лицах с номером карты мир не подаются?
552457	Здравствуйте. Физ. лицо получило налоговое уведомление об уплате налога на имущество за 2022 г. Может ли он сейчас подать заявление о предоставлении налоговой льготы (т.к. имущество в 2022 г. использовалось в предпринимательской деятельности), чтоб пересчитали налог за 2022 г?
0	Добрый день,подскажите,можно ли работнику одновременно вести учет в бумажной и электронной трудовой книжке?
0	Организация ОСНО. Грузоперевозки. В организации большой автопарк. В этом году произошел спад по заявкам на грузоперевозки. ТС (тягачи,прицепы) амортизируются, но в связи с производственной ситуацией находятся в простое. Нужно ли прекращать начисление амортизации в БУ и НУ? Нужно ли консервировать.
0	Добрый день. Можно ли сотрудников перевести полностью на сдельную оплату труда? Без оклада.
0	Добрый день! как правильно оформить счет-фактуру цеденту ( при получении прибыли) .
0	"помогите пожалуйста найти ответ на вопрос: Получение материалов в счет вклада в уставный капитал и дальнейшая их
продажа третьему липу: бухгалтерский учет и отражение в отчетности."
0	топ 7 рекомендаций этого месяца
0	Добрый день, у работника жена в положении , может ли отец ( данный работник) пойти в отпуск по уходу за ребенком, который родится
0	"ООО зарегистрировано 15 февраля. Пропущен срок подачи уведомления о переходе на упрощенную систему налогообложения. В конце апреля на расчетный счет поступила выручка в размере 700 000 руб. В июне на расчетный счет еще поступила выручка в размере 800 000 руб. В августе налоговая инспекция уведомила ООО, что в ФНС не предоставлена налоговая декларацию по НДС и не уплачен НДС в бюджет в сумме 250 000 руб.
Каким образом ООО может не быть плательщиком НДС? С какого момента (с какой даты)? Возможно ли ООО не уплачивать в бюджет НДС и в какой сумме?"
0	Добрый день! Может ли ООО на ОСН совмещать с другими налоговыми режимами? И какими?
0	Как рассчитать компенсацию по увольнению, если работник работал у нас раньше, потом уволился и вновь принят и снова увольняется. Средний берем только за последний срок трудовой деятельности?
0	при УСНО Д-Р платим налог с аванса ?
0	"Можно обновлённую форму отчёта"" НАЛОГОВЫЙ РАСЧЁТ О СУММАХ ВЫПЛАЧЕННЫХ ИНОСТРАННЫМ ОРГАНИЗАЦИЯМ ДОХОДОВ И УДЕРЖАННЫХ НАЛОГОВ"""
0	Нужно ли вносить службу в армии в трудовую деятельность
0	Добрый день. Как аннулировать ошибочнопробитый чек (пробит дважды) наличный расчет. если ошибка обнаружилась на следующий день?ФФД 1.05.
533825	Здравствуйте, подскажите, почему в ответ на требование нельзя написать письмо, а ответ должен быть формализованным? (где это написано?)
0	Добрый день!
0	Добрый день. Подскажите,пожалуйста, как правильно заполнить платёжку по уплате штрафа за непредставление вовремя отчёта РСВ за 1-ый квартал 2023?
0	Добрый день
0	Добрый день! Подача уточненной налоговой декларации по НДС без изменения суммы к уплате, по исправлению ошибки влечет проведение камеральной проверки?
0	Добрый день, подскажите пожалуйста ,есть расходы на формирование НМА( лицензия на тех обслуживание мед техники( б/ндс)), сама услуга( тех обслуживание )выставляется с ндс , как учесть входной ндс по затратам на лицензию?
431123	Добрый день, подскажите пожалуйста, можно ли отнести расходы на такси в командировке при передвижении сотрудника от гостиницы до рабочего места в командировке и обратно на уменьшение налога на прибыль?
0	Добрый день, подскажите пожалуйста,надо ли уплачивать налог на имущество организации в Московской области? ООО на УСН 6%.
522554	добрый день что то я растерялась , что сдавать ип если он заключил договор с самозанятым
553022	путовой лист
0	Письмо от 25.08.2023 № СД-4-3/10872@. Можно уже по итогам текущих 9 месяцев зачесть в уплату страховые взносы ИП даже 1% с доходов свыше 300тыс.руб? При этом уплата взносов не требуется и заявление на зачет (если есть положительное сальдо ЕНС) тоже не требуется? То есть ИП рассчитывает 1% страховых взносов с доходов за 9 месяцев и без всяких уведомлений может принять их в уменьшение налога по УСН?
0	какие отчеты по заработной плате нужно сдавать в 2023 году и куда
0	ИП на ОСНО для реализации своей продукции заключил договор комиссии. По условиям договора ИП (Комитент) поручает Комиссионеру по поручению и в интересах Комитента, от имени Комиссионера и за счет Комитента осуществлять реализацию товара Комитента условиях, что комиссионер платит комитенту за минусом своих вознаграждений. Вопрос : должен ли ИП комитент учитывать в 3НДФЛ (прибыль) в доходе и в расходе комиссионные вознаграждения?
0	Добрый день! ИП осуществляет консультирование и подбор недвижимости. УСН 6%, оквэд 68.31. Деятельность ведется в СПБ, можно ли применять патентную систему?
0	добрый день, ИП работаем по усн и патент.. Одна продажа должна была пройти по УСН, но пробили ошибочно чек по патенту, будет ли грубым нарушением? если в отчетности сделать по УСн, а продажу ( чек ) остовить на патенте? Если это является нарушением, подскажите пожалуйста как правильно поправить.Спасибо
535890	Добрый день. Подскажите, пожалуйста, начисляет ли работодатель дни отпуска работникам, призванным на военную службу по мобилизации и проходящим военную службу по контракту с МО. Спасибо.
0	Здравствуйте. При какой сумме контракта его необходимо ставить на учёт? (контракт с китайцами)
0	ООО взяла займ у нерезидента из недружественной страны, который является так же учредителем данного ООО. Какой код КБК ставить в уведомлении при подаче информации по налогу на прибыль, связанному с выплатой дохода нерезиденту в виде процентов по займу.
100000013	Спасибо!
0	Как учитываются авансовые платежи в бухгалтерском учете и в 1С?
0	Добрый день, ООО на УСН хочет приобрести автомобиль в пользование у физ.лица за 1млн.рублей. Это возможно? Должно ли юр.лицо при перечислении дохода удержать НДФЛ?
0	Здравствуйте внешний совместитель переводится на основное место надо ли отправлять отчет
0	добрый день. если аванс выплачен 23.09.23, сумму НДФЛ нужно включить в уведомление которое будет подаваться 25.09?
526668	Добрый день! Сдали уточненку по 6-НДФЛ(Корректировка КБК в расчете) а ИФНС ее заморозила до проведения камеральной проверки.Это законно?
0	Подскажите а какой должен быть Договор с директором, если Директор и Учредитель одно и тоже Лицо....можно образец такого трудового договора
0	Добрый день! Подскажите, пожалуйста, где почитать про воинский учет малых предприятий с численностью до 5 человек? Надо ли организацию ставить на воинский учет в военкомат?
0	как провести больничный лист по уходу за ребенком в 1с зуп 2023 год
0	увольнение было в 2023
0	Добрый день, сотрудник приобрел жд билет за свой счет и просит компенсировать, но он не является подотчетным лицом, у него нет приказа. Как поступить в данной ситуации?
0	Добрый день! Подскажите, пожалуйста, купили в лизинг оборудование. По налоговому учету Лизингополучатель учитывает при расчете налога на прибыль только лизинговые платежи. Амортизации не будет? Правильно? А в бухгалтерском учете затраты списываются через амортизацию? Правильно?
0	Добрый день! подскажите, пожалуйста, как направить запрос через Актион 360 в МинФин?
519971	Добрый день. Подскажите, пожалуйста, как правильно уменьшить платежи ИП на сумму уплаченных взносов при следующих условиях:
0	Добрый день. Организация применяет УСН 15%, имеет право на упрощенные способы ведения БУ. Приобретен автомобиль в лизинг. Как учитывать расходы по лизингу в БУ и НУ?
0	Добрый день. Обязан ли ИП вести воинский учет по себе и своим работникам (у ИП всего 2 сотрудника)?
0	Здравствуйте, обязательно ли оплачивать компенсацию за неотгуленный отпуск при увольнении сотрудника по окончанию действия срочного трудового договора? Спасибо
0	Размещение объявлений о продаже товара на авито является ли рекламой?
0	"Добрый день ,по какой строке баланса следует отражать кредит 86 счета ( начисление взносов на капитальный ремонт).При формировании баланса в программе 1С данная сумма отражается в строке 1530 ""Доходы будущих периодов"" правильно ли это?"
0	Мы не получили от ИФНС ни требования ни решения об аресте счета ни в личном кабинете налогоплательщика ни по ТКС. И сегодня обнаружили в банке арест. Правомерно ли поступила ИФНС?
0	как удержать у сотрудника при увольнении излишне выданные дни отпуска?
0	Добрый день . Мы УК на УСН 15%, нам передали на праве хоз. деятельности ОС , в акте указано , что амортизация по ним была вся начислена . Я принимаю их по балансовой и могу начислять амортизацию? И какой срок амортизации ставить. И напишите проводки по данной отперации
0	добрый день, на предприятии созданы новые рабочие места, приняты новые сотрудники. Можно ли принять в налоговом учете расходы на спецодежду, выдаваемую по типовым нормам в соответствии с перечнем профессий, но спецоценка условий труда еще не проведена ?
0	"Добрый день! Один из основных признаков недвижимости это - невозможность перемещать объекты без нанесения несоразмерного ущерба их назначению. Что является определяющим при рассмотрении ""несоразмерного ущерба"", что включает в себя это понятие, учитывая, что это суждение оценочное."
0	Добрый день,вопрос.если машина становится на загрузку вечером,а поедит утром следующего дня,собственным водителем,можно ли пакет докуметов,сформировать днем загрузки
0	"в сервисе «Расчетчик зарплат»: калькуляторы выплат из среднего заработка"" Рассчитала рабочие дни при расчете командировки за период 01.09.2022 по 31.08.2023 всего 248. Исключаемые периоды 01.09.22 - 11.09.22, 22.12.2 - 24.12.22, 19.06.23 - 02.07.23. Итого у меня получилось исключаемых рабочих дней 19. Отработанных дней за период получается 248-19=229. Расчетчик мне считает 231 день. НЕ ПОНИМАЮ ОТКУДА ЕЩЕ ВЗЯЛОСЬ 2 дня??? Прошу дать пояснения"
0	Добрый день! Подскажите пожалуйста - если сотрудник был в неоплачиваемом отпуске июль - август, ему не начислялись никакие выплаты за это время, у него есть дети. Как предоставить вычет в сентябре ? с учетом предыдущих месяцев (июль-август) или на данный момент только в аванс сентября предоставляются вычеты?
0	Добрый день, организация ООО (ОСНО) приобрела литературное произведение с отчуждением исключительного права бессрочно. Учет в б.у и н.у?
0	изменения по работе по ецп
0	ВОТ МНЕ ОЧЕНЬ И НТЕРЕСНО, ВСЯ СИСТЕМА ГЛАВБУХ НАВЕРНОЕ ДУМАЕТ, ЧТО У КЛИЕНТОВ НЕТ БОЛЬШЕ ДРУГОЙ РАБОТЫ КАК ПО ТЫСЯЧИ РАЗ ПОЯСНЕНИЯ ПИСАТЬ
0	добрый день. может ли несовершеннолетний работник (17 лет) работать в ночные смены?
0	Добрый день, оформляем беременную сотрудницу (на 8 месяце ) на работу. Могут ли быть какие-то последствия со стороны работодателя?
432905	Добрый день, ООО на УСНО имеет инвестиционную недвижимость, которую сдает в аренду. Недвижимость мы учитываем по переоцененной стоимости и не амортизируем. учитывается ли эта недвижимость при расчете лимита остаточной стоимости основных средств для права применения УСНО?
100000013	Спасибо
0	Добрый день. Подскажите код дохода. Компенсация за отпуск
556393	"ДОБРЫЙ ДЕНЬ !ВОПРОС : нА ПРЕДПРИЯТИИ ПРОИЗОШЕЛ ИНЦИДЕНТ ,ТО БИШЬ НЕСЧАСТНЫЙ СЛУЧАЙ. У НАШЕГО ПРЕДПРИЯТИЯ ЗАКЛЮЧЕН ДОГОВОР О ПРЕДОСТАВЛЕНИИ РАБОЧЕЙ СИЛЫ ИЗ ЧИСЛА ОСУЖДЕНЫХ НА ОСЕННЕ-ЛЕТНИЙ ПЕРИОД С УЧРЕЖДЕНИЕМ КОЛРНИЯ -ПОСЕЛЕНИЕ.В ДОГОВОРЕ УКАЗАНО ЧТО В СЛУЧАЕ НС СОЗДАЕТСЯ КОМИССИЯ ПО РАССЛЕДОВАНИЮ НС ИЗ ЧИСЛА СПЕЦКОНТИГЕНТА НА ОБЬЕКТЕ ПРЕДПРИЯТИЯ ОФОРМЛЯЕТСЯ АКТ ПО ФОРМЕ Н-1 И НАПРАВЛЕН ДОЛЖЕН БЫТЬ УЧРЕЖДЕНИЮ. ДЛЯ ДАЛЬНЕЙШЕГО ОФОРМЛЕНИЯ СООТВЕТСТВУЮЩИХ ДОКУМЕНТОВ. 
В ТЕЧЕНИЕ КАКОГО СРОКА ДОЛЖЕН БЫТЬ ОФОРМЛЕН АКТ И В КАКАОЙ СОРК НАПРАВЛЕН В ТРУДОВУЮ ИНСПЕКЦИЮ.КТО ДОЛЖЕН НАПРАВЛЯТЬ ЭТОТ ДО"
0	как поставить организауию на воинский учет
0	"В приказ «О назначении комиссии по инвентаризации радиоактивных веществ (РВ) и радиоактивных отходов (РАО)» необходимо в перечень членов комиссии включить главного бухгалтера или его заместителя (в целях соблюдения требований п.12 Положения о проведении инвентаризации радиоактивных веществ в организации, утвержденным Приказом Федеральной службы по экологическому, технологическому и атомному надзору от 29 декабря 2011 г. №764).

Действует ли данная норма в добычной компании."
0	Добрый день. Если пересчитана зарплата за июль в августе, нужно ли подавать новое уведомление за июль и уточнять персонифицированные сведения?
0	Добрый день! Организация дала работнику беспроцентный займ. подоходный налог в соответствии с п. 90 ст 217 НК РФ не удерживался. Надо ли отражать данный займ в справке 2-НДФЛ за год?
453516	Подскажите , нам нужен образец письмо на Изменения адреса у юл/лица
0	Добрый день. ИП 6 процентов. Взносы фиксированные и 1% я могу сентябрем оплатить и подать на зачет и уменьшить на них УСН за 9 месяцев? Ничего не поменялось?
0	с каким кодом отразить покупателю и продавцу ксф на одновременное увеличение и уменьшение позиций в ксф?
496302	"Добрый день, подскажите хотим заключить договор ГПХ (удалённая работа)с гр. Белоруссии и проживает он тоже на тер-рии Белоруссии. 
Должны ли мы платить какие то взносы и налоги по такому сотруднику."
0	Добрый день! Вопрос: как учитывать капитальный ремонт двигателя (замена) автомобиля (сто-ть ремонта 1 млн) Автомобиль с остаточной ст-ть 2000 тыс.руб.
0	Здравствуйте, возникают ли при методе начисления курсовые разницы при реализации услуг, если было несколько авансовых платежей? И по какому курсу указывается доход на дату отгрузки?
0	скажите, пожалуйста, есть ли производственный календарь на 2024 г при 5-дневной раб.недели?
0	вообще ничего не понятно!
0	если в договоре указаны реквизиты банка, которые больше не актуальны. имеет ли юридическую силу данный договор?
0	Добрый день. Необходимо ли подавать уведомление об оплате фиксированных взносов ИП за квартал, чтобы уменьшить налог на УСН 6% на фиксированные взносы?
501155	Добрый день. Ставка акциза на средний дистиллят ?
0	Добрый день, 25.09.23. была обнаружена ошибка, не начислены и не уплачены страховые взносы по дополнительным тарифам за июль 2023г. Нужно ли подавать корректировку уведомления за июль 2023г. и доплачивать или можно оплатить сейчас и указать все правильно уже в РСВ за 9 месяцев 2023г.
0	да отправьте эксперту
434614	мы строительная организация на общей системе налогооблажения. Как документально оформить перевыставление компенсации расходов на оказание услуг по Утилизации и захоронению отходов и нужно ли учитывать НДС?
0	"Образовательные учреждения являются казенными. Субвенции предоставляются в соответствии с постановлением Правительства Республики Дагестан от 10 июня 2022г №175 «Об утверждении Порядка предоставления, расходования и учета субвенций из республиканского бюджета Республики Дагестан"". Хотим получить разъяснение, что относится к материалам и предметам для текущих хозяйственных целей и иным хозяйственным нуждам, указанных в этом постановлении. В конкретном случае имеется необходимость приобретения для образовательных учреждений материалов для хозяйственных нужд (моющие средства, хоз. инвентарь, све"
0	по договору аренды нежилого помещения предусмотрена оплата наличным расчетом, предоставлена расписка в передаче денег по указанному договору. является ли эта расписка документом, подтверждающим передачу денежных средств?
0	добрый день. если зарплата начислялась но не выплачивалась, нужно ли сдавать 6Ндфл и расчет по взносам.
0	Здравствуйте! По предыдущему моему вопросу о возможности зачесть взносы ИП в 2023г. в размере 1% с доходов превышающих 300 ты. рублей, мне предложили ссылку на материал https://links.action-media.ru/BYKB, в котором есть таблица:
0	Добрый день, подскажите пожалуйста как оформить выговор сотруднику
558215	Здравствуйте. Подскажите пожалуйста, должны ли мы сообщать в налоговую об открытии счета в банке,
0	Добрый день, организация , находившаяся на УСН доходы-минус расходы, купила нежилое помещение в 2013 году и отразила в расходах его стоимость. Далее в 2020 году купила еще 2 помещения и отразила в расходах. В 2022 году эти 3 помещения объединила в одно. с 2023 году перешла на УСН 6%. и хочет продать объединенное помещение. Вопрос, если продать это помещение , как будет происходить перерасчет УСН? (так как два помещения в 10 летний срок не укладываются)То есть например пропорционально покупной стоимости и не будет ли отсчитываться с момента объединения новый 10 летний срок
0	Здравствуйте! Выплатили по заявлению материальную помощь работнице в связи со смертью мужа в размере 30 000 рублей. Скажите, пожалуйста, должны ли мы удержать НДФЛ и обложить страховыми взносами, если это близкий родственник.
0	у нас был простой! надо ли начислять ндс?
0	Добрый день, скажите, пожалуйста, надо ли по автошинам отчитываться в ИФНС и как вести их учет (автошины предназначены для установки на собственное ТС (ОС=трактор)).
0	Добрый день. Подскажите у ООО появился склад, для хранения товаров и отгрузки. Рабочих мест не организовано, соответственно ОП не открываем. Если в документах на реализацию отражаем пункт отгрузки этот адрес, не является нарушением? Или указывать юр адрес при отгузке?
0	добрый день. какой порядок действий для ИП, которые за первое полугодие уплачивали страховые взносы (1% с дохода свыше 300тыс) в счет уменьшения авансовых платежей по УСН (Доходы)?
0	Добрый день. Трудоустроили мигранта. На территории России он находится больше года. У него все документы в порядке. Но. Есть уведомление о прибытии, которое он постоянно обновляет. Является ли он резидентом РФ?
0	Здравствуйте! можно из выручки или из возврата подотчетных денег в кассе выплатить арендную плату?
0	1
0	И СНОВА ЗДРАВСТВУЙТЕ
0	Здравствуйте! Можно ли принять сотрудника без медкомиссии и в этот же день отстранить его от работы?
0	сдать в аренду
0	Добрый день! Подскажите, нужно ли менять печать организации, при смене юр.адреса? В старой версии печати адрес был нанесен.
0	Здравствуйте можно ли учесть в расходах по ЕСХН материалы если есть только кассовый чек
0	Добрый день. До какого времени можно посылать платежи в бюджет не уведомлениями, а платежными поручениями-распоряжениями?
0	"Уточните, пожалуйста, правильно ли я поняла. ели нашего объекта нет в перечни к распоряжению Министерства
имущественных отношений
Московской области
от 29.11.2021 № 15ВР-2199,то мы не платим ?"
0	Добрый день! ООО сдает декларации по прибыли поквартально с ежемесячной уплатой авансовых платежей, с августа 2023 г. перешли на ежемесячную отчетность по прибыли (подали уведомление). Подскажите как правильно заполнить строку 210 Декларации по прибыли зя январь-август, последняя сдана декларация за полугодие
0	Здравствуйте. Подскажите мобилизованный сотрудник получил ранение и находится в госпитале. Мы оплачиваем проезд до госпиталя его матери. Облагается ли это НДФ?
0	Здравствуйте! Приобрели экскурсию для детей сотрудников предприятия. Нужно ли удержать НДФЛ и Взносы с родителей.
459037	чек лист сентябрь
0	Здравствуйте. Зарегистрировали ООО. Генеральный директор-он же единственный учредитель. Как и от чьего имени заключать с ним трудовой договор?
0	"Добрый день
ООО вела деятельность на ОСНО 6 лет,все платила и сдавала отчетность.
Сейчас деятельность приостановила на неопределенный период минимум год
Из расходов зп и налоги2чел и аренда помещения.
Может ли организация в течении года не вести деятельность и сдавать нулевые декларации НДС и Прибыль. Или НД на Прибыль будет всегда в минус так как есть расходы??
Что может быть со стороны налоговой?"
486122	Подскажите, пожалуйста, мы ООО продаем ТС ИП. ИП перечисляет нам деньги по р/с, надо пробивать кассовый чек?
0	Здравствуйте, подскажите, пониженный тариф страховых взносов для МСП в размере 15% введен на постоянной основе или на какой-то период?
0	здравствуйте. заключили договор на питание наших сотрудников. Для сотрудников это оплата труда в натуральной форме. можем ли взять НДС к вычету? нужно ли начислять НДС при отнесении суммы на доходы сотрудника или на сумму НДС увеличить стоимость питания?
0	Добрый день. Разъясните, пожалуйста, в каком размере предусмотрен штраф от госорганов (согласно законодательству) за нарушение сроков сдачи ЕФС-1 на сотрудника, у которого был перевод с одной должности на другую?
0	Добрый день. Мы резиденты РФ. Закупаем товар в Беларуси, можем ли мы купить товар и там же его прождать другой организации не провозя через границу
0	Добрый день. Ахмедов М М. Подскажите пожалуйста как пройти тестирование, не могу найти на сайте
0	Добрый день. У нас возник вопрос по поводу правомерности вычета сумм входящего НДС при приобретении товаров и материалов для хоз. нужд организации.
0	в 3 НДФЛ налоговая пересчитала НДФЛ. Был доход по дивидентам до 5 млн по ставке 13% и свыше 5 млн по ставке 15%. Далее с основного места работы отчитались по ставке 13% на пусть будет 500 тысяч. В декларации налоговая доначислила 2% на доход 500 тысяч
0	Добрый день! В организации 27.09.2023 увольняется генеральный директор. Ставка НДФЛ у него 15%. 28.09.2023 этот же работник принимается на другую должность у ту же организацию. Какая ставка НДФЛ будет у него по новой должности?
553037	Добрый день! подскажите пожалуйста, сотрудник поедет в командировку на личном транспорте, на выставку оборудования. Какие документы необходимо оформить, служебную записку, и нужен ли в этом случае путевой лист (осмотр врача, контроль технического состояния тех средства). Нужно оформить аренду автомобиля, оплатить компенсацию.
0	Будьте добры , подскажите пожалуйста, а как подавать уведомление о начисленном авансе усн ИП , сумму указывать уже с учетом уменьшения на страховые взносы ?
542187	Добрый день. ИП 03.07.2023 перечислил 1% страх. взносов с дохода свыше 300 000 руб. за 2022 год. Подскажите, надо ли отправлять заявление на зачет, чтобы уменьшить авансовый УСН за 3 кв.
0	#ОШИБКА!
512790	Добрый день! ИП на УСН продавать товар в Абхазию, в таможню нужно подавать статистическую декларацию?
0	нужна ли роспись в согласии на обработку персональных данныъх если это оговорено в трудовом договоре
0	Добрый день! Наше предприятие является субьектом МСП, мы есть в реестре МСП по состянию. на 10.01.2023 , мы предприятие из ДНР. Можем ли мы пересчитать зарплату с 01.01.23 года, чтобы уменьшить тариф?
0	Но, налоговая, объединила все доходы, включая дивиденды, и применила один лимит 5 млн. для всех выплат. И пересчитала НДФЛ к доплате. Получается, у организаций расчет НДФЛ происходит по разным базам и 2 лимита. А у налоговой сводный доход, и один лимит!
0	Добрый день! Помогите, пожалуйста, разобраться в следующем вопросе: в 2023 мы воспользовались правом использовать платежные поручения по налогам вместо уведомлений. Но выяснилось, что по земельному налогу мы чень сильно переплатили, и за второй квартал налог не заплатили. Нам пришло письмо-предупреждение. То есть за второй картал и теперь уже скоро за третий нужно подать уведомления. И после этого мы теряем право на платежки вместо уведомлений? Или до конца 2023 года нам можно будет продолжать использовать платежные поручения вместо уведомлений? Вот только по земельному налогу уведомление, а п
