Query	UserId	ChatsNum	Answers	Helps
здравствкуйте	17396646	1	0	0
изменения октябрь	7641791	1	1	1
Добрый день! Подскажите, пожалуйста, если у нас в производственных целях работает спецтехника, без перемещения, расход ГСМ идёт от отработанных часов. Мы фиксируем работу в путевом листе с указанием часов. Однако есть идея убрать путевой лист по технике без движения, однако, считаю, что сразу в акт на списание гсм нельзя сразу включать часы и расход топлива. Есть ещё журнал расхода гсм, однако, это опять сводный документ. Если нет путевого листа, то должна быть ведомость по конкретной единице техники, или возможно сразу журнал общий оформить?	6331489	1	0	0
В уведомлении об исчисленных налогах налог на имущество расчитанный по кадастровой стоимости нужно указывать?	240429	1	1	1
главное в октябре	6865132	1	1	1
Добрый день, нужно ли подавать ИП заявление о зачете страховых взносов свыше 1 % уплаченных до 28 сентября?	419073	1	0	0
Добрый день! Подскажите, пожалуйста, если мы обучаем сотрудника, оплачивая контрагенту обучение с НДС, при увольнении данного сотрудника, удержание за обучение может включать НДС или удерживаем сумму без НДС?	18794503	1	0	0
ДД как учесть безвозвратный взнос учредителя на пополнение оборотных средств	8257188	1	0	0
Здравствуйте, ИНН 7107068886	224770	1	0	0
Добрый день.	666493	1	1	0
Здравствуйте, может ли организация не составлять должностную инструкцию на главного бухгалтера	18456856	1	1	1
уведомление с октября	6182683	1	1	1
Добрый день! У сотрудника удерживаем из заработной платы на основании постановления судебных приставов задолженность прерд кредиторами. Вопрос:Сотрудник предоставил Решение суда о признание его банкротом. Является ли Решение суда о признание банкротом, основанием для прекращения удержаний по исполнительному документу или это должно быть постановление об отмене взыскания именно от судебных приставов?	517149	1	0	0
тест	3172217	1	1	1
Здравствуйте! Как проверить, не попала ли наша компания в группу высоких налоговых рисков?	1632200	1	1	1
добрый день!	2814108	1	1	0
У меня еще вопросы, как понять отраслевую и региональную заработную плату?	2102898	1	0	0
спецпроект первичные документы	7058407	1	1	1
Добрый день.	4579039	1	1	0
Добрый день	13541901	1	1	0
Добрый день. Получили товар от поставщика . Есть расходы связанные с доставкой товара до склада. Обязательно ли включать эти расходы в с/с	223873	1	0	0
тест	11843665	1	1	1
Здравствуйте, подскажите пожалуйста за 3 кв. 2023 ЕФС-1 сдается по новой форме или можно сдавать в старом формате	432339	1	0	0
Добрый день!	5710411	1	1	0
Здравствуйте	904846	1	1	0
Спасибо, Екатерина. А где ссылка на обоснование, подскажите?	19756898	1	0	0
Добрый день! Вопрос:	18686440	1	1	0
какие отчеты должны сдавать организация для военкомата и через какие источники связи	20492867	1	1	1
Здравствуйте.	4858994	1	1	1
Добрый день, подскажите возможно ли рассчитываться с иностранными контрагентами ( узбекистан) наличкой за поставленный товар, расчеты по договору в рублях. Насколько поняла в декабре 2022г. разрешили расчеты наличкой с нерезидентами	14614312	1	0	0
Доброе утро. Мы производственная компания, экспортировали свой товар в Казахстан, какой код вида операций нужно поставить в счет фактуре?	20507205	1	0	0
Здравствуйте!	6362446	1	1	0
Доброе утро! Будущий сотрудник, который трудоустраивается, принес справку с военкомата о том, что заказал выписку с военного билета и постановки на военный учет. Имеем мы право принимать сотрудника с этой справкой? без военного билета?	15480814	1	0	0
Добрый день! Следует ли переходить на уведомительную систему в 2023г. или целесообразнее воспользоваться возможностью переходного периода до конца 2023г.(остаться на платежках)? Плюсы и минусы уведомительной системы?	13917798	1	0	0
Добрый день! Какие отчеты должна сдавать организация в военкомат? и через какие источники связи?	421836	1	1	1
Добрый день. Сотрудник - ветеран боевых действий. Каким размером НДФЛ облагается его доход и какими вычетами по НДФЛ может воспользоваться? На данный момент облагаем 13% и вычет 500 руб. в месяц. Но сотрудник настаивает на 9% НДФЛ.	18189187	1	0	0
Добрый день! На территории дистрибьютора проводится семинар, дистрибьютор оплачивает спикера, наша копания(произвоитель продукции) оплачивает кейтеринг. Семинар проводится с целью рекламы. Подскажите , как оформить данное мероприятие и списать расходы на кейтеринг (от нашей компании сотрудников не будет) . Нужно ли оформлять договор с дистрибьютором на проведение такого мероприятия (возмездных услуг между организациями нет).	19624758	1	0	0
вправе ли организация недостачу (94 счет) в виде стоимости сгоревшего транспортного средства по вине специализ организации отразить на счете 41 как имущество которое должно выкупить виновная организация по рыночной стоимости а/м?	587485	1	0	0
Добрый день!	7624782	1	1	0
Добрый день! У нас непрерывное производство, отдалено от населенного пункта. Работодатель принял решение бесплатно кормить сотрудников производства. Кафе будет привозить в одноразовых контейнерах комплексный обед. Как оформлять, какие документы нужны? Какие налоги вытекают при ОСНО? Можно ли принять к вычету НДС? Можно ли не вести учет выдачи каждому лицу?	16738309	1	0	0
тест	13301573	1	1	1
Выдача беспроцентного займа сотруднику. Учет?	2202715	1	0	0
/	12213894	1	0	0
тест	18069594	1	1	1
Добрый день. Мы приобрели дисковую борону за 8 300 000,00 руб. В какой момент я могу поставить в зачет НДС (ИП с применением НДС) (счет-фактура и договор оформлены 28.09.2023, а акт приема-передачи - 02.10.2023)?	264019	1	0	0
Здравствуйте. Принимаем на работу гражданина Беларусии. Он будет работать дистанционно, не пересекая границу России. В случае командировки оплачиваем как обычно?	15370076	1	0	0
измение октября	18366369	1	0	0
Спасибо большое!!!	8528939	1	0	0
ДОБРЫЙ ДЕНЬ	2174529	1	1	0
Добрый день!	18433706	1	1	0
Добрый день, проконсультируйте пожалуйста, какую отчетность в Военкомат теперь обязан сдавать работодатель Юр.лицо?	1553775	1	0	0
Гражданин Украины с РВП в Тульской области может работать по договору ГПХ?	3118006	1	0	0
Здравствуйте. В течение месяца получаем от покупателя предоплату, а концом каждого месяца выписываем счета-фактуры на продукцию. Но счета-фактуры от нашего поставщика приходят в середине следующего месяца, соответственно, и мы выдаем их своим покупателям только через 2 недели после окончания каждого месяца. Авансовые счет-фактуры не выписываем. Теперь они закрывают квартал пораньше и хотят счёт-фактуру на аванс. Но с начала года мы так не делали и по другим контрагентам таких вопросов не возникает. По настройкам учётной политики в программе НДС с авансов платится только с авансов, которые есть	2273486	1	0	0
Здравствуйте, нужно ли что-то подавать в военкомат, если нет сотрудников призывного возраста до 30 лет?	917809	1	0	0
тест	1860421	1	1	1
вопрос был по импорту, от них мы можем получать, а я спрашивала можем ли мы платить им	14614312	1	0	0
Добрый день, подскажите, пожалуйста, трудоустраиваем оператора котельной на время отопительного периода. Основанием для трудового договора можно использовать абз. 4 ч. 1 ст. 59?	3672308	1	0	0
Добрый день, сотруднику предоставлен беспроцентный заем, нужно ли удерживать ндфл с мат выгоды?	7143113	1	1	1
кому и зачем надо сдавать уведомление по НДФЛ к 12 октября.	4026700	1	0	0
Доброе утро, подскажите у нас есть сотрудник который в июле 2023 мы перевели на внешнего совместителя. В 2019 по сентябрь 2022 он был в декретном отпуске. В сентябре 2023 сотрудник был на больничном. Кто должен оплатить данный больничный?	1768973	1	0	0
"Добрый день! 
14.09 поступили деньги на счет от заказчика он нас не предупредил обнаружили это спустя две недели , каким образом нам быть чтобы не было штрафа?"	16289407	1	0	0
Добрый день!	696517	1	1	0
где эта вкладка?	648163	1	0	0
Добрый день, если в организации отсутствует деятельность, нет штатных сотрудников, надо ли ставить организацию на учет в военкомат?	475514	1	0	0
добрый день. хотела узнать какие документы нужно подать в военкомат до 1 октября 2023г.	8288522	1	0	0
При отступном при погашении обязательств товарами вместо денежных средств возникает налог (НДС)	20235820	1	0	0
Доброе утро. Мы работаем с самозанятым. Какие нужны документы чтобы подтвердить свои расходы. ? Достаточно ли чек ?	18732576	1	0	0
Добрый день, помогите, пожалуйста, с Производственной характеристикой для МСЭ: порядок составления и образец.	17095371	1	0	0
Здравствуйте! Сколько можно удержать с сотрудника, если у него по исполнительному - 50% и по его заявлению сумма 1,8 тр (за несданную спецодежду)? Получается, что мы удерживаем больше 50% из зарплаты. Это верно?	16416945	1	0	0
Здравствуйте, не могу разобраться почему по сч.76.07.9 отрицательный остаток по дебету, ведь счет активный. На что обратить внимание?	8643674	1	0	0
изменения с октября	8188302	1	1	1
"Доброго Дня! Организация открыла ПВЗ Озон (пункт выдачи заказов). Подходит ли под это Вид деятельности 47.99
Торговля розничная прочая вне магазинов, палаток, рынков? Или есть другие подходящие?"	713898	1	0	0
Добрый день. Ставка НДС при реализации хинкали из собственного мяса ?	20644470	1	0	0
Здравствуйте. Если подаём уточнение НД по НДС и изменяется сумма к уплате, надо ли подавать уведомление? Как подать уведомление правильно в данном случае? Если в уведомлении присутствует полный набор налогов и взносов? ( обычно подаётся 1 общее уведомление, в котором прописаны все налоги, и взносы.)	4645551	1	0	0
премия за время болезни	2102630	1	1	1
нужен ли приказ если расходы на корпоратив не будут включены в расчете налога на прибыль. а будут оплачены с расчета чистой прибыли?	8781242	1	0	0
Добрый день. Мы купили доску обрезную из сосны для собственных нужд. Как данную покупку зарегистрировать в ЕГАИС Учет древесины и сделок с ней	2548926	1	0	0
Добрый день. Оформляем на работу работника склада. Последняя запись в его книжке была в 2022г. .При приеме выяснилось, что человек зарегистрирован как самозанятый. Можем ли мы его оформить по трудовому договору? Должен ли он сниматься с учета как самозанятый?	11885515	1	0	0
чек-лист на октябрь	715567	1	1	1
Добрый день! В организации работает водитель проживающий в районе отличном от местонахождения организации. Скажите пожалуйста, нужно ли выдать командировочные сотруднику, если он приехал на базу организации ремонтироваться на неделю	6194381	1	0	0
Добрый день. Помогите по вопросу. Хотим принять на работу гражданина узбекистана, у него есть вид на жительство. Какие документы мы должны подавать и куда? и каие документы с него?	2137392	1	0	0
Какие отчёты должны сдаваться в военкомат	2148921	1	1	1
Учредитель (100%) в своей компании хочет взять заём . Можно взять беспроцентный заём или нет.	13898812	1	0	0
изменения октября	5770048	1	1	1
Здравствуйте. Подскажите пожалуйста, сотрудница сменила фамилию в связи в вступлением в брак, какие сведения и куда должен подать работодатель в связи со сменой фамилии сотрудника.	2807902	1	0	0
Добрый день! Сотрудница уходит в декретный отпуск. Для расчета пособия хочет взять зп за 2023, 2015 года. Возможно ли такое?	18350837	1	0	0
Здравствуйте! При ликвидации ООО имущество предназначенное для распределения между собственниками, с него высчитывается налог НДФЛ?	3246325	1	0	0
Добрый день! При заключении процентного займа с сотрудником (заемщик - сотрудник организации) процентная ставка как привязана к ключевой ставке ЦБ? Или можно применить более низкую ставку? Материальная выгода возникает в этом случае?	1809137	1	0	0
ЧЕК ЛИСТ НА ОКТЯБРЬ	5562562	1	1	1
"Добрый день. 
ЮЛ сменило название.
В момент заключения договора с контрагентом поставщиком действовало старое название. А на момент факта оказания услуг - новое.
Поставщик передал нам акты, в которых указано старое наименовании ЮЛ. Инн не изменился, в актах указан.
Подскажите, можем ли мы принять такие акты к учету или нужно переделать первичную документацию?"	17693545	1	0	0
здравствуйте	9223877	1	1	0
Добрый день! У нас вопрос: какие документы, необходимо распечатывать к больничному листу с 01 января 2023 года, чтобы предъявить проверяющему в случае проверки?	17642735	1	0	0
Добрый день! выходное пособие при увольнении по инвалидности 1 группы, положено 14 дней?	18263021	1	0	0
Добрый день!	958383	1	1	0
Добрый день! Отчетность 3 квартал	1590544	1	1	1
изменения 2023	20237471	1	1	1
Добрый день, подскажите если организация продала земельный участок 13.07.2023 нужно ли за этот участок платить земельный налог в 3 квартале	19059090	1	0	0
Добрый день. ИФНС не направило в адрес организации требование о предоставлении пояснений по декларации НДС в срок, установленный для проведение камеральной проверки. Но через несколько дней после окончания срока камералки организацией получено не требование, а уведомление о вызове в налоговый орган, в котором указывается на ошибки в декларации (занижении налоговой базы) и указано на необходимость сдать корректировку. Имеет ли ООО право не отвечать на это уведомление, не подавать корректировку и не приходить на вызов в налоговую?	12427873	1	0	0
Добрвй день! Какую отчетность требуется сдавать в военкомат	6634554	1	1	0
тест	885506	1	1	1
изменения 2023	18540133	1	1	1
Добрый день. У сотрудника превышен доход 5 млн рублей, НДФЛ теперь считаем свыше 5 млн по 15%. Так же с сотрудников заключен договор на использование полезной модели , там с выплаты мы тоже удерживаем НДФЛ. И этот НДФЛ тоже будет 15% верно?	6921224	1	0	0
Добрый день, при выплате аванса за первую половину месяца нужно оплачивать работу в выходные дни ?	7839481	1	0	0
отчетность за 9 месяцев и 3 квартал	374072	1	1	1
Здравствуйте! Сотрудник вернулся из командировки по семейным обстоятельствам и сам оплатил билет. Вопрос: может ли работодатель компенсировать стоимость возвратного билета? Не возникнет ли в таком случае у сотрудника обязанность оплаты НДФЛ?	194252	1	0	0
Добрый день! Подскажите , ООО на УСН доходы- расходы , производство мебели, хотим приобретать комплектующие у самозанятого, Оплата на карту через банк . Вопрос можно ли эти расходы брать в учет в КУДиР	1879198	1	0	0
Здравствуйте! Подскажите, пожалуйста, ООО на УСН 15% ,расходы на встречу клиента, размещение его в гостинице, проезд, питание ,если оформить как представительские расходы, то их нельзя учесть в расходах? Сотрудников в ООО нет, только директор, т.е. представительские расходы считаются : 4% от ФОТ за текущий месяц? Указанные выше расходы, помимо как представительские ,можно оформить другим образом как-нибудь?	564378	1	0	0
тест	885506	1	1	1
Здравствуйте! Обнаружилось, что 08.08.23г платежным поручением , которое вместо уведомления, ошибочно перечислили сумму НДФЛ за период с 23 июля по 22 августа 2023 года меньше, т.е. по сути за первую половину июльской зарплаты. Теперь исправлять только уведомлением из личного кабинета? Какие теперь действия принимать?	266896	1	0	0
Добрый день! подскажите пожалуйста, такой вопрос: Если направить по ЭДО в сентябре документ, который был направлен клиенту на бумажном носителе в июне. Будет ли данный документ подписанный по ЭДО в сентябре, но с указанием фактической даты приемки июня считаться оригинальным? или он будет считаться как копия документа?	19348177	1	0	0
"Доброе утро! Организация на УСН (Д-Р) согласно местного законодательства пользуется льготной ставкой по УСН 7,5 вместо 15, при соблюдении след. условий : основной вид деятельности 70%,ЗП- 1,5 ""минималки"". С сентября изменился основной вид деятельности, который не подпадает под льготу. Надо ли пересчитывать за 9 месяцев авансовые платежи по новой ставке?"	1565466	1	0	0
Здравствуйте. Нужна информация. Если счет фактура на экспорт в Белоруссию выписана 30 сентября 2023 года, можно ее не включать в декларацию по НДС в третьем квартале (в книгу продаж), а включить в декларацию четвертого квартала 2023 года, когда будет собран весь пакет документов, подтверждающих право применения нулевой ставки НДС? Нужна ссылка на налоговый кодекс по этому поводу или Письмо Минфина	18419744	1	0	0
добрый день . можно ли за 2022 в декларации по усн уменьшить налог на сумму страховых взносов за ИП и на сумму свыше 300 т.р?	19008472	1	0	0
Добрый день!	19140444	1	1	0
"Добрый день!Подскажите,пожалуйста, входит ли прохождение обучения водителями трамвая, контролерами в их норму часов за месяц при суммированном учете рабочего времени?Учитывая, что обучение проходит в выходной день сотрудника, при этом в графике сменности данное обучение запланировано. 
Спасибо."	1533234	1	0	0
Добрый день! Возможна ли такая должность: СПЕЦИАЛИСТ по ТЕНДЕРНОМУ СОПРОВОЖДЕНИЮ и развитию бизнеса? И какой код по ОКЗ будет 3323.5, правильно?	1769865	1	0	0
Добрый день! Какие налоги обязаны заплатить участник при выходе из ООО (доля принадлежала к лицу более 5 лет)	12443759	1	0	0
тест	3166415	1	1	1
новости ха октябрь	12831053	1	0	0
уведомление енп	8490366	1	1	0
Добрый день, подскажите, ИП нужно предоставлять отчету по воинскому учету?	375948	1	0	0
Добрый день. Нужно ли включать в доход оплату пеней за услуги ЖКХ?	4768140	1	0	0
"Добрый день.
Прошу проконсультировать п следующему вопросу.
ООО приобрело дорогостоящий автомобиль, после чего начало сдавать его в аренду постороннему Физ. лицу по договору аренды без экипажа (срок договора 11 мес. с ежегодной пролонгацией).
Вопрос:
Может ли ООО в данном случае учесть в налоговом учете расходы в виде амортизации, аморт. премии, транспортного налога, гсм и др."	2264040	1	0	0
Здраствуйте! Подскажите какого числа сдвется декларация по утиляционному сбору за 3 квартал 2023	7759041	1	0	0
какие документы оформляют при приеме работника на работу	771050	1	1	1
Здравствуйте. Мы занимаемся скупкой у населения лома ювелирных и других изделий, содержащих драгоценные металла (ОКВЭД 96.09.1). Подпадает наша деятельность под изменения в расчетах с 1 октября 2023 года (Закон от 10.07.2023 № 304-ФЗ) ?	14636384	1	0	0
"Добрый день! Сотрудница вечером не сняла Z- отчет , соответственно через 24 часа кассовый аппарат перестал работать.Скажите пожалуйста, какие документы необходимо сдать в налоговую в данной ситуации.И, если можно, образец ""покаятельного"" письма. Спасибо"	810213	1	0	0
отпуск 23	688093	1	1	1
Здравствуйте. Вопрос: может ли налоговая вне рамок налоговых проверок требовать у поставщика Товара следующие документы: документы складского учета за период 2022г., товарные остатки за период 3 кв-л 2022г, карточки учета материалов (ф.№М-17) за период 3кв-л 2022г., карточки бухгалтерских счетов№01, 02, 08, 10, 20, 76, 90, 91? Так же зачем налоговой (требуют) Сертификаты соответствия, Сертификаты происхождения, паспорта качества продукции, нормативно-техническая документация? Где-то это прописано, при том, что проверяют нашего Покупателя?	5253756	1	0	0
добрый день, подскажите пожалуйста, организация дарит детям гр. Белоруссии Казахстана и Армении путевки на море. какие налоги организация обяза оплатить и по НДФЛ нужно ли подавать сведения об не удержании ндфл?	18612649	1	0	0
какие изменения были по блоку имущество на налоги в этом году ? Можно ли посмотреть здесь данную информацию ?	20176744	1	0	0
Добрый день! Подскажите, пожалуйста, если сотрудник на испытательном сроке и его увольняют с выплатой выходного пособия. также не удерживается НДФЛ с вых пособия? есть ли какие особенности если на испытат сроке?	2304069	1	0	0
Вопрос о налоговой задолженности. ИФНС вынесено решение о взыскании задолженности путем блокировки расчетного счета. Если в течении 8 раб. дней сумма по требованию не будет погашена, какие действия предпримет ИФНС?	2646918	1	0	0
Здравствуйте! Подскажите, пожалуйста, налоговые последствия для всех сторон, если организация хочет дать беспроцентный займ физ.лицу (не сотруднику). Данное физ.лицо выполняло для нас работы как самозанятый	2767059	1	0	0
чек лист октябрь	20115105	1	1	1
Надбавка к пенсии ежегодная. Если человек не работает, ему нужно месяц или квартал не работать чтобы эту надбавку получить?	18375483	1	0	0
Добрый день!! Учет замены двигателя автомобиля?	5439822	1	0	0
"Добрый день! С/х предприятие выдало 
денежный займ под проценты другому предприятию .Начисление процентов как отразить в бухучете?"	2338551	1	0	0
тест	20666997	1	1	1
чек лист октябрь	2455661	1	1	1
тест	16833178	1	1	1
тест	6337253	1	1	1
Добрый день, у меня вопрос: в каком размере и какие документы необходимо предоставить для выплаты материальной помощи сотруднику, получившему ранение в СВО?	2319660	1	0	0
изменения октябрь	484073	1	1	1
Здравствуйте. Какие документы по начислению и выплате заработной платы обязаны хранить в распечатанном виде в организации?	17723034	1	0	0
стр-р кому отправлять	340291	1	0	0
тест!	3578362	1	1	1
Добрый день. Подскажите за 4 кв. 2023 г. какое уведомление необходимо подать, какой период указать?	3438186	1	0	0
енп с октября	6884181	1	0	0
Добрый день! Физ лицо приобрел строения , помещения, сооружения. Это физ лицо использует эти имущества в предпринимательской деятельности. Физ лицо является Генеральным директором ООО которое использует эти помещения для производственной деятельности. Как воспользоваться налогом на имущество физических лиц (в отношении имущества, используемого для осуществления предпринимательской деятельности) .	2994081	1	0	0
справочник отчетность за 9 месяцев	5367468	1	1	1
Здравствуйте. Если сотрудница в отпуске по уходу за ребенком, нужно ее табелировать или нет,	1931170	1	0	0
тест	20900150	1	1	1
есть способы оптимизации по зп налогам	2507314	1	1	1
Здравствуйте. Отправляем сотрудника в командировку в Китай. Можем ли мы оплатить оформление визы на сотрудника и как это провести в бухучете.	16255113	1	0	0
Здравствуйте,налог по УСН считается не нарастающим итогом поквартально ? с какого периода ?	1677331	1	0	0
Добрый день. Увольняется сотрудник. На момент увольнения он перегулял отпуск( -4,67 дня). Рабочих дней в месяце увольнения нет. Сумма начисленной компенсации за отпуск составила минус 6144,76 руб.,в том числе сумма излишне удержанного ндфл - минус 799 руб. Вопрос : какую сумму сотрудник должен вернуть и какие проводки необходимо сделать в данной ситуации	3133244	1	0	0
Добрый день , нужно ли вносить в локальные акты (Положения об оплате труда) порядок выплаты и размеры пособия при увольнении по соглашению сторон ?	2684612	1	0	0
Добрый день! Можно ли выдать сотруднику займ 300 т.р. сроком на пять дней и под какой минимальный процент или без процентов? Спасибо	2050884	1	0	0
Спасибо большое	17903459	1	1	1
Доброе утро! Обязана ли организация вставать на военный учет? что для этого нужно?	6602991	1	0	0
Здравствуйте. Подскажите как нам разобраться нужно ли подавать сотрудников в оенкомат или нет. какие там вообще обязамтельства у бухгалтеров	2269088	1	0	0
Добрый день, просьба передать данные вопрос экспертам	3396631	1	0	0
добрый день	9023567	1	1	1
Добрый день! Работник не предоставил военный билет при приеме на работу. Как нам уведомить военкомат?	4427412	1	0	0
добрый день! как закрыть оплату патента, какой проводкой? чтобы сальдо 68.90 ушло и все отобразилось корректно	8759693	1	0	0
А как оплачивается (в каком размере) работа в выходные дни при 5-дневке на окладе?	11543526	1	0	0
воинский учет	5704894	1	1	1
Добрый день	697315	1	1	0
добрый день	17331679	1	1	0
Здравствуйте, подскажите, как лучше оформить отношения с работником, чтобы указать сдельную оплату труда?	16450513	1	0	0
маркировка рекламы	18845022	1	1	1
Добрый день. У физлица есть Организация где он является одним учредителем и директором. Может ли он стать Самозанятым и работать в такси ?	8714022	1	0	0
Просьба дать ответ на пятничный вопрос.	3396631	1	0	0
у ДИРЕКТОРА ООО закончился срочный договор на 5 лет, бухгалтерию принесли протокол собрания учредителей и новый договор на 5 лет. Нужно ли протокол учредителей заверять нотариально?	768024	1	0	0
Добрый день!	2652550	1	1	0
маркировка рекламы	20492867	1	1	1
Добрый день	6312197	1	1	0
отчетность за 9 месяцев и 3 квартал	244259	1	1	1
Добрый день. Не получили ответ на доп.вопрос №3936698 от 28.09.23. Напомните, пожалуйста, эксперту.	5468719	1	0	0
Здравствуйте, подскажите пожалуйста, если у сотрудника ребенок получил инвалидность, надо ли сообщить ВОЕНКОМАТ об изменениях?	310791	1	0	0
Добрый день. какой штраф на физлицо 49 лет, если не встал на воинский учет вовремя.	19543905	1	0	0
Добрый день, подскажите с 01.10.23г. новый сч.ф. по ппослеживаемым товарам, а если нет прослеживаемых товаров можно использовать старую форму?	1710914	1	0	0
Добрый день. Обратилась к работодателю вдова бывшего работника оказать материальную помощь в связи со сложным материальным положением, который умер три года тому назад по болезни. Работодатель не возражает об оказании мат.помощи. Является ли такая выплата объектом для удержания НДФЛ?	8660328	1	0	0
санкции за непредоставление документов по требованию ИФНС	17684412	1	0	0
Добрый день! В нашей организации работает сотрудник-совместитель на 0,5 оклада. Его трудовая книжка ведется на бумажном носителе и находится по основному месту работы. Работник решил уволиться с основного места работы и устроиться к нам на постоянной основе. Работодатель по прежнему (основному) месту работы запись о работе по совместительству не внес. Каким образом мы должны оформить событие в приказах и трудовой: переводом на основное место работы, или произвести увольнение сотрудника как совместителя с последующим приемом его по основному месту работы?	16892792	1	0	0
Добрый день. Если ИП УСН доходы заплатил ПФР 1% за 2023г Можно ли будет уменьшить УСН на сумму оплаченных взносов	8922357	1	0	0
изменение октября	6011626	1	1	1
Добрый день.	115803	1	0	0
Как заполнить уведомление по ЕНП с 1 октября 2023 года	19731608	1	1	1
Доброе утро! Скиньте, пожалуйста, действующие в 2023 году ставки транспортного налога в Ставропольском крае.	444516	1	1	1
изменения с октября	1600058	1	1	1
НДС ПРИ ПРОДАЖЕ ЛОМА ДР. МЕТАЛЛОВ	20927385	1	0	0
Добрый день!	20196522	1	1	0
как заполнить уведомление с 01 октября 2023г.	3633425	1	1	1
Добрый день! Интересует учет запасов (материалов) и услуги в одном документе (УПД). Проводки ?	18777961	1	0	0
Что нужно сделать, чтобы ФСС выплатил пособие по уходу за ребенком до полутора лет?	330292	1	0	0
изменение 2023	18540133	1	1	1
Добрый день! Какая норма рабочего времени врача-стоматолога терапевта, врача - стоматолога хирурга, в-с ортопеда, в-с гигиениста, ортодонта, медсестры в стоматологии, санитарки в стоматологии, администратора в стоматологии, рентгенолаборанта в стоматологии?	3560987	1	0	0
